content,date,Sentiment
"For an app that's meant to help me organise my time more effectively, I didn't expect it would take the longest time to boot up compared to all the utility apps on my device... Really nice UI though...",2022-08-18,Neutral
Why so expensive? Microsoft Task or reminder offer most of the features that this app has. Could you please decrease the price a little bit? Or give me some discount? Atleast for the first Year?,2023-07-17,Neutral
"I like it at lot, but it seems like recently, this v thing is taking out my battery, hogging memory, and using data more than chrome which I use constantly. Until someone can help me figure this out, or if this high usage of phone resources is normal, I can't rate it any higher. I might even have to remove it and search for an alternative.",2023-03-14,Neutral
Can't repeat task at custom intervals,2022-01-27,Negative
It stopped showing reminders and notifications!!!!!,2022-08-14,Negative
"Uninstalled. I want a simple reminder app that will put a daily notification in my notification bar, every single day. Nothing else. No other features. But this is so bloated with features, it's impossible to know if it might do this or not.",2024-03-08,Negative
"Couldn't get the hang of it, I want something simple and cheaper to remind me of birthdays and dog to vets etc",2022-10-11,Negative
"Too annoying premium advertising, darkmode is premium only",2024-05-28,Negative
"The app was an okay task organizer at best, although it required internet and was ridden with adds and paywalls for a monthly ""premium"" subscription. Even if they asked for support, id prefer a one time payment of a higher amount like, $5 to unlock all features.",2024-08-17,Neutral
Used to be good but now doesn't even notify me (and yes this is with the settings amended accordingly),2023-03-29,Negative
"Some of the sentences on my lists go off the screen, so we need an option to wrap the text when it reaches the right side of the screen. As of June 4, 2017, I can not sign on anymore using samsung galaxy after upgrading to Android 7.0 software. As of 6-19-2020, I never did get any.do to work on my Samsung galaxy s7, but it now works on my Samsung note 8.",2024-10-16,Negative
"You better don't rotate your phone from vertical to horizontal when typing new task, because it will be GONE. Any.Do support team said 2 years ago that it will be fixed, but it's still not. Also I have over 80 tasks and would love to see the search feature and ability to sort tasks by the date of their creation and by the alert date. The search was implemented but I don't know how to use it. Probably it works only on paid version.",2024-03-26,Negative
i liked it because of plan a tree cz i really needed it but it's expensive soo.. k bye,2023-10-21,Neutral
The update is annoying. I want to add time on the list. But you just add time tag feature which make the time that i put not being displayed.,2023-07-01,Neutral
LAGGIN! cannot open. Tq,2024-12-08,Negative
Recurring reminders are available for free in Google reminder. You can't Monetize the basic functions.,2022-01-17,Neutral
For me it frequently stops syncing. I currently can't get it working again. But when it was working it was great.,2022-06-07,Neutral
Doesnt work on windows,2023-04-22,Negative
not user friendly.,2024-12-05,Negative
Used to love this app. After the latest update its garbage! Can't turn off the automatic date/time thing that erases what you put in and sends it to that date or time. Will hang onto it for a bit in hopes that a new update will fix this issue. Or at least give the option to turn it off.,2023-06-02,Negative
"The website boasts that any.do is the best grocery list app for Android Wear. Lies. There is no way to view lists on Android Wear, only add tasks. You can view lists on Apple Watch. This is the feature I need and I guess I'll look elsewhere.",2022-04-09,Neutral
"Reminder does not pop up on time or in some cases, does not pop up at all",2024-11-26,Negative
I love using this app however when I installed it to one of my phones I cannot login to it. It just keeps closing. I don't know what's wrong. Also I wish the widget would contain date and time of the tasks not just tick marks.,2022-10-07,Neutral
"Not the bloody annoying calendar/task widget thing again. You did this once before. I don't want to use your calendar, just the task list so please bring back the option of a widget without the calendar option written at the top. Will use an alternative until I see AnyDo has been updated.",2023-05-12,Neutral
"Paywall, even for dark theme. Very disappointed",2022-10-29,Negative
Not yet solved. Cannot log in,2022-06-30,Negative
"I need this app to share tasks real time with my significant other. Unfortunately, when she is adding tasks from iOS, sometimes they do no show up for me. Switching to Microsoft To Do and no problems. Additionally, being able to paste multiple cells from Excel makes MS offering indispensable, something I would sorely miss if I returned to Any.do.",2023-08-30,Positive
useless,2025-01-27,Negative
It can't adjust tasks with real-time line.,2023-12-01,Negative
I actually love this and have use this for a year but the new update is no good at all that I need to edit my review due to the changes...,2024-09-19,Negative
"In a word: clunky. I like the calendar integration, however everything else is basic and clunky. Simply adding a task to a list takes 3 clicks and you CANNOT SET A DATE, TIME, SUBTASKS, OR NOTES UNLESS YOU EXIT OUT OF THE TASK AND GOING BACK TO YOUR LIST. The app is designed to give you as many notifications as it can and constantly advertise the premium version. And whatever you do, DO NOT SIGN UP FOR A FREE TRIAL UNLESS YOU'RE WILLING TO SPEND AN HOUR SEARCHING FOR HOW TO DO SO.",2025-02-13,Negative
"Whuup, sorry, need to pay for unlimited daily task. Nope",2022-07-10,Negative
"Buggy interface. The grocery list feature is fine but the schedule is terrible. It kept changing event details after I saved. I had to go back in and turn off alarms for previously saved events (that I had alarms off). And it would NOT let me create an all day event that was only scheduled one day. No matter how many times I changed the dates it kept including the day before in my ""all day"" event. And then when I would try to edit it, it would change completely to two days before. What a mess.",2022-09-10,Negative
