content,Sentiment,Predicted Star Rating,Confidence
"I like it at lot, but it seems like recently, this v thing is taking out my battery, hogging memory, and using data more than chrome which I use constantly. Until someone can help me figure this out, or if this high usage of phone resources is normal, I can't rate it any higher. I might even have to remove it and search for an alternative.",Neutral,3,0.47
Can't repeat task at custom intervals,Negative,1,0.34
It stopped showing reminders and notifications!!!!!,Negative,1,0.59
"Uninstalled. I want a simple reminder app that will put a daily notification in my notification bar, every single day. Nothing else. No other features. But this is so bloated with features, it's impossible to know if it might do this or not.",Negative,1,0.52
"Couldn't get the hang of it, I want something simple and cheaper to remind me of birthdays and dog to vets etc",Negative,2,0.45
"Too annoying premium advertising, darkmode is premium only",Negative,2,0.49
"The app was an okay task organizer at best, although it required internet and was ridden with adds and paywalls for a monthly ""premium"" subscription. Even if they asked for support, id prefer a one time payment of a higher amount like, $5 to unlock all features.",Neutral,3,0.58
Used to be good but now doesn't even notify me (and yes this is with the settings amended accordingly),Negative,2,0.33
"Some of the sentences on my lists go off the screen, so we need an option to wrap the text when it reaches the right side of the screen. As of June 4, 2017, I can not sign on anymore using samsung galaxy after upgrading to Android 7.0 software. As of 6-19-2020, I never did get any.do to work on my Samsung galaxy s7, but it now works on my Samsung note 8.",Negative,1,0.4
"You better don't rotate your phone from vertical to horizontal when typing new task, because it will be GONE. Any.Do support team said 2 years ago that it will be fixed, but it's still not. Also I have over 80 tasks and would love to see the search feature and ability to sort tasks by the date of their creation and by the alert date. The search was implemented but I don't know how to use it. Probably it works only on paid version.",Negative,2,0.49
i liked it because of plan a tree cz i really needed it but it's expensive soo.. k bye,Neutral,3,0.48
The update is annoying. I want to add time on the list. But you just add time tag feature which make the time that i put not being displayed.,Neutral,3,0.41
LAGGIN! cannot open. Tq,Negative,1,0.73
Recurring reminders are available for free in Google reminder. You can't Monetize the basic functions.,Neutral,3,0.3
For me it frequently stops syncing. I currently can't get it working again. But when it was working it was great.,Neutral,3,0.54
Doesnt work on windows,Negative,1,0.6
not user friendly.,Negative,1,0.53
Used to love this app. After the latest update its garbage! Can't turn off the automatic date/time thing that erases what you put in and sends it to that date or time. Will hang onto it for a bit in hopes that a new update will fix this issue. Or at least give the option to turn it off.,Negative,1,0.75
"The website boasts that any.do is the best grocery list app for Android Wear. Lies. There is no way to view lists on Android Wear, only add tasks. You can view lists on Apple Watch. This is the feature I need and I guess I'll look elsewhere.",Neutral,3,0.3
"Reminder does not pop up on time or in some cases, does not pop up at all",Negative,1,0.45
I love using this app however when I installed it to one of my phones I cannot login to it. It just keeps closing. I don't know what's wrong. Also I wish the widget would contain date and time of the tasks not just tick marks.,Neutral,3,0.48
"Not the bloody annoying calendar/task widget thing again. You did this once before. I don't want to use your calendar, just the task list so please bring back the option of a widget without the calendar option written at the top. Will use an alternative until I see AnyDo has been updated.",Neutral,3,0.52
"Paywall, even for dark theme. Very disappointed",Negative,1,0.51
Not yet solved. Cannot log in,Negative,1,0.57
"I need this app to share tasks real time with my significant other. Unfortunately, when she is adding tasks from iOS, sometimes they do no show up for me. Switching to Microsoft To Do and no problems. Additionally, being able to paste multiple cells from Excel makes MS offering indispensable, something I would sorely miss if I returned to Any.do.",Positive,4,0.45
useless,Negative,1,0.82
It can't adjust tasks with real-time line.,Negative,2,0.42
I actually love this and have use this for a year but the new update is no good at all that I need to edit my review due to the changes...,Negative,2,0.31
"In a word: clunky. I like the calendar integration, however everything else is basic and clunky. Simply adding a task to a list takes 3 clicks and you CANNOT SET A DATE, TIME, SUBTASKS, OR NOTES UNLESS YOU EXIT OUT OF THE TASK AND GOING BACK TO YOUR LIST. The app is designed to give you as many notifications as it can and constantly advertise the premium version. And whatever you do, DO NOT SIGN UP FOR A FREE TRIAL UNLESS YOU'RE WILLING TO SPEND AN HOUR SEARCHING FOR HOW TO DO SO.",Negative,2,0.47
"Whuup, sorry, need to pay for unlimited daily task. Nope",Negative,1,0.65
"Buggy interface. The grocery list feature is fine but the schedule is terrible. It kept changing event details after I saved. I had to go back in and turn off alarms for previously saved events (that I had alarms off). And it would NOT let me create an all day event that was only scheduled one day. No matter how many times I changed the dates it kept including the day before in my ""all day"" event. And then when I would try to edit it, it would change completely to two days before. What a mess.",Negative,2,0.47
Free version is very limited compared to Ticktick and Microsoft To Do.,Neutral,3,0.37
"I've enjoyed using this app since I got it two weeks ago until recently, when it began crashing when I'd add tasks.",Neutral,3,0.31
"The grocery list is not syncing properly and is missing items that my wife added on her phone. This has caused issues for us where I've missed items when shopping. This is particularly bad considering the current quarantine and the fact that I have to queue up to get into the shop in the first place. I've tested and when I add the item ""snacks"" on my wife's phone they don't appear on my grocery list. I can not recommend this app currently because of this.",Negative,1,0.54
